"sci_nostopwords";"sci_withstopwords";"web_nostopwords";"web_withstopwords";"task"
0.9875;0.986568986568987;0.996899224806202;0.977777777777778;"C0008778_C0015422"
0.899831081081081;0.917322114505213;0.866994292961319;0.83132798573975;"C0221971_C0018120"
0.994929006085193;0.985227272727273;0.987096774193548;0.951282051282051;"C0324740_C0027960"
0.999390243902439;0.998050682261209;0.973504273504273;0.977678571428571;"C0333463_C0011389"
0.968325791855204;0.993055555555556;0.944736842105263;0.975232198142415;"C0008778_C0015422"
0.930714285714286;0.95328125;0.914072229140722;0.855714285714286;"C0221971_C0018120"
0.996969696969697;0.98533724340176;0.936945812807882;0.97340930674264;"C0324740_C0027960"
1;1;0.975925925925926;0.972153972153972;"C0333463_C0011389"
0.993788819875776;0.994310099573257;0.971291866028708;0.967836257309941;"C0008778_C0015422"
0.947700063011972;0.95219469795741;0.892350746268657;0.785739374780471;"C0221971_C0018120"
1;0.997515527950311;0.984952120383037;0.935897435897436;"C0324740_C0027960"
1;1;0.976406533575318;0.97005444646098;"C0333463_C0011389"
0.991452991452991;0.963903743315508;0.951578947368421;0.847117794486216;"C0008778_C0015422"
0.964259121370067;0.928915275994865;0.928357650579873;0.765833333333333;"C0221971_C0018120"
1;0.995238095238095;0.971153846153846;0.956709956709957;"C0324740_C0027960"
1;1;0.956818181818182;0.981182795698925;"C0333463_C0011389"
0.977443609022556;0.986842105263158;0.957446808510638;0.939024390243902;"C0008778_C0015422"
0.945175438596491;0.940022213994817;0.899812030075188;0.876808905380334;"C0221971_C0018120"
1;0.991841491841492;0.989583333333333;0.907792207792208;"C0324740_C0027960"
1;0.998455598455599;0.996313364055299;0.975487115021999;"C0333463_C0011389"
0.984722222222222;0.979460847240051;0.997282608695652;0.875;"C0008778_C0015422"
0.958236208236208;0.965998785670917;0.879453189726595;0.848701298701299;"C0221971_C0018120"
1;0.997916666666667;0.945121951219512;0.938709677419355;"C0324740_C0027960"
1;1;0.984126984126984;0.937321937321937;"C0333463_C0011389"
0.984101748807631;0.963235294117647;0.996756756756757;0.964210526315789;"C0008778_C0015422"
0.953830845771144;0.933803693712388;0.900307692307692;0.88780487804878;"C0221971_C0018120"
1;0.998;0.943548387096774;0.938025210084034;"C0324740_C0027960"
1;1;0.978178368121442;0.933531746031746;"C0333463_C0011389"
0.99883855981417;0.995642701525054;0.894736842105263;0.890581717451524;"C0008778_C0015422"
0.950303819444444;0.969268292682927;0.884615384615385;0.839033816425121;"C0221971_C0018120"
0.99630450849963;0.993827160493827;0.990990990990991;0.939814814814815;"C0324740_C0027960"
1;1;0.983682983682984;0.903225806451613;"C0333463_C0011389"
0.986394557823129;0.994708994708995;0.921081081081081;0.965721040189125;"C0008778_C0015422"
0.978461538461538;0.925641025641026;0.90843662534986;0.819120586275816;"C0221971_C0018120"
0.997648902821317;0.991869918699187;0.948308270676692;0.932183908045977;"C0324740_C0027960"
1;0.99926953981008;0.994308943089431;0.975877192982456;"C0333463_C0011389"
0.991452991452991;0.97027027027027;0.988344988344988;0.987513007284079;"C0008778_C0015422"
0.98069403714565;0.928046142754146;0.905271199388846;0.865414710485133;"C0221971_C0018120"
1;0.989858012170385;0.988392857142857;0.897321428571429;"C0324740_C0027960"
0.999375;1;0.998960498960499;0.901797175866496;"C0333463_C0011389"
0.965460526315789;0.997916666666667;0.970394736842105;0.979468599033816;"C0008778_C0015422"
0.960097001763668;0.905590717299578;0.811830985915493;0.860664718772827;"C0221971_C0018120"
0.997879109225875;0.998910675381264;0.957175925925926;0.967032967032967;"C0324740_C0027960"
1;1;0.990842490842491;0.916020671834625;"C0333463_C0011389"
0.960687960687961;0.96239837398374;0.949786324786325;0.874867444326617;"C0008778_C0015422"
0.968344155844156;0.940746753246753;0.861742943272129;0.898076606937366;"C0221971_C0018120"
0.997065297138665;1;0.990641711229947;0.976190476190476;"C0324740_C0027960"
1;1;0.957142857142857;0.949275362318841;"C0333463_C0011389"
0.998701298701299;0.975446428571429;1;0.901960784313726;"C0008778_C0015422"
0.970406504065041;0.939930555555555;0.940117416829746;0.807332585110363;"C0221971_C0018120"
1;0.989182692307692;0.975609756097561;0.911428571428571;"C0324740_C0027960"
1;1;0.9625;0.957317073170732;"C0333463_C0011389"
0.982517482517482;0.964114832535885;0.996491228070175;0.934375;"C0008778_C0015422"
0.970613806294558;0.923630136986301;0.887841832963784;0.781652137816521;"C0221971_C0018120"
1;0.978448275862069;0.975274725274725;0.945112781954887;"C0324740_C0027960"
1;1;0.982215447154472;0.976666666666667;"C0333463_C0011389"
1;1;0.922222222222222;0.884523809523809;"C0008778_C0015422"
0.97010647010647;0.904394576905096;0.942550505050505;0.796086105675147;"C0221971_C0018120"
1;0.999038461538462;0.958119658119658;0.863932898415657;"C0324740_C0027960"
1;0.999131944444444;0.990451388888889;0.96551724137931;"C0333463_C0011389"
1;0.985380116959064;0.983268983268983;0.969907407407407;"C0008778_C0015422"
0.983033095936322;0.943866571018651;0.931645569620253;0.859903381642512;"C0221971_C0018120"
1;1;0.991202346041056;0.963579604578564;"C0324740_C0027960"
1;1;0.982489055659787;0.94758064516129;"C0333463_C0011389"
1;0.973684210526316;0.973429951690821;0.952727272727273;"C0008778_C0015422"
0.949605451936872;0.905551550108147;0.877267678637542;0.848880597014925;"C0221971_C0018120"
0.998842592592593;0.996201329534663;0.946583850931677;0.94054054054054;"C0324740_C0027960"
1;0.999050332383666;0.94551282051282;0.958385093167702;"C0333463_C0011389"
0.997425997425997;0.973333333333333;0.974184782608696;0.885290148448043;"C0008778_C0015422"
0.968413229282794;0.937538651824366;0.890935355724088;0.85993031358885;"C0221971_C0018120"
0.994897959183674;0.986857825567503;0.96734693877551;0.939838591342627;"C0324740_C0027960"
1;1;0.975268817204301;0.95279307631786;"C0333463_C0011389"
0.979437229437229;0.974358974358974;0.990842490842491;0.949786324786325;"C0008778_C0015422"
0.963478260869565;0.959761295822677;0.892067124332571;0.84936974789916;"C0221971_C0018120"
0.988985051140834;1;0.925925925925926;0.959770114942529;"C0324740_C0027960"
1;1;0.977443609022556;0.945221445221445;"C0333463_C0011389"
0.9875;0.949667616334283;0.972;0.96749226006192;"C0008778_C0015422"
0.973160660660661;0.926616915422886;0.947496677004874;0.873944256756757;"C0221971_C0018120"
0.998550724637681;1;0.99194847020934;0.963815789473684;"C0324740_C0027960"
1;1;0.949324324324324;0.912605042016807;"C0333463_C0011389"
0.99862258953168;0.989130434782609;0.930989583333333;0.888198757763975;"C0008778_C0015422"
0.965102974828375;0.946649316851008;0.898732065398732;0.782746478873239;"C0221971_C0018120"
1;1;0.959662288930582;0.972121212121212;"C0324740_C0027960"
1;1;0.989583333333333;0.96171875;"C0333463_C0011389"
0.986068111455108;0.981762917933131;0.972299168975069;0.97;"C0008778_C0015422"
0.96089972671852;0.931759571513589;0.908351648351648;0.922316384180791;"C0221971_C0018120"
1;0.991836734693878;0.98;0.939201451905626;"C0324740_C0027960"
0.997899159663866;0.999436936936937;0.988095238095238;0.924358974358974;"C0333463_C0011389"
0.992647058823529;0.96734693877551;0.914705882352941;0.923076923076923;"C0008778_C0015422"
0.976056338028169;0.962558186601902;0.860846560846561;0.891216216216216;"C0221971_C0018120"
1;0.99575821845175;1;0.948717948717949;"C0324740_C0027960"
1;1;0.995614035087719;0.964433416046319;"C0333463_C0011389"
0.975;0.992424242424242;0.9925;0.960088691796009;"C0008778_C0015422"
0.954017857142857;0.954954954954955;0.885861280487805;0.793957292139936;"C0221971_C0018120"
1;0.990322580645161;0.988095238095238;0.953886693017128;"C0324740_C0027960"
1;0.998778998778999;0.928118393234672;0.972299168975069;"C0333463_C0011389"
0.975659229208925;0.981481481481481;0.971291866028708;0.902439024390244;"C0008778_C0015422"
0.943580470162749;0.954782608695652;0.880929791271347;0.831145966709347;"C0221971_C0018120"
0.995884773662551;1;0.955505279034691;0.932254802831143;"C0324740_C0027960"
1;1;0.991327913279133;0.926724137931034;"C0333463_C0011389"
0.951680672268908;0.984444444444444;0.983333333333333;0.925751879699248;"C0008778_C0015422"
0.956161616161616;0.918806509945751;0.903280542986425;0.844574780058651;"C0221971_C0018120"
1;0.995894909688013;0.994166666666667;0.91019955654102;"C0324740_C0027960"
1;0.998319327731092;0.941707717569787;0.983796296296296;"C0333463_C0011389"
0.979224376731302;0.989429175475687;0.964935064935065;0.986449864498645;"C0008778_C0015422"
0.959207459207459;0.950091575091575;0.883493318275927;0.838585858585859;"C0221971_C0018120"
0.997150997150997;0.996969696969697;0.966751918158568;0.94408201304753;"C0324740_C0027960"
1;0.998780487804878;0.955592105263158;0.966911764705882;"C0333463_C0011389"
0.973251028806584;0.975546975546976;0.99390243902439;0.962585034013606;"C0008778_C0015422"
0.974502487562189;0.944001357542847;0.870436507936508;0.82409381663113;"C0221971_C0018120"
0.999138673557278;0.990740740740741;0.954621848739496;0.923992673992674;"C0324740_C0027960"
1;0.997069597069597;0.959366391184573;0.941609977324263;"C0333463_C0011389"
0.998842592592593;0.996363636363636;0.974712643678161;0.977631578947368;"C0008778_C0015422"
0.913867822318527;0.926398885535175;0.948407756626935;0.864935064935065;"C0221971_C0018120"
1;1;0.926267281105991;0.977079796264856;"C0324740_C0027960"
1;0.997212543554007;0.989147286821705;0.950716845878136;"C0333463_C0011389"
0.955128205128205;0.993872549019608;0.97724039829303;0.936486486486486;"C0008778_C0015422"
0.97723609991942;0.966683325004165;0.887379002233805;0.828571428571429;"C0221971_C0018120"
1;0.994555353901996;0.976041666666667;0.966870095902354;"C0324740_C0027960"
1;0.997755331088664;0.995580808080808;0.985243055555556;"C0333463_C0011389"
0.99604743083004;0.995945945945946;0.953917050691244;0.940656565656566;"C0008778_C0015422"
0.970295358649789;0.919784946236559;0.892188052315306;0.869480056980057;"C0221971_C0018120"
0.995535714285714;1;0.975294117647059;0.994697773064687;"C0324740_C0027960"
1;1;0.972727272727273;0.967247386759582;"C0333463_C0011389"
0.990147783251232;0.959821428571429;0.964473684210526;0.907407407407407;"C0008778_C0015422"
0.953565505804312;0.914860681114551;0.896284271284271;0.873645471273768;"C0221971_C0018120"
1;0.990344827586207;0.971797884841363;0.961111111111111;"C0324740_C0027960"
1;1;0.979390681003584;0.918485237483954;"C0333463_C0011389"
0.990131578947368;0.979347826086957;0.990512333965844;0.758571428571429;"C0008778_C0015422"
0.975990675990676;0.966654966654967;0.881578947368421;0.788813459268005;"C0221971_C0018120"
0.991228070175439;0.99390243902439;0.986583184257603;0.971296296296296;"C0324740_C0027960"
1;1;0.982488479262673;0.943809523809524;"C0333463_C0011389"
0.998333333333333;0.996590909090909;0.945142857142857;0.924019607843137;"C0008778_C0015422"
0.939663865546219;0.970504619758351;0.939383134248529;0.840541490857946;"C0221971_C0018120"
0.99758064516129;0.98692033293698;0.969551282051282;0.892448512585812;"C0324740_C0027960"
1;1;0.985294117647059;0.898809523809524;"C0333463_C0011389"
0.9824016563147;0.99017199017199;0.958333333333333;0.911036036036036;"C0008778_C0015422"
0.97476397966594;0.928115615615616;0.867321428571429;0.8;"C0221971_C0018120"
1;0.995337995337995;0.987777777777778;0.927272727272727;"C0324740_C0027960"
0.997920997920998;1;0.977586206896552;0.960416666666667;"C0333463_C0011389"
0.972299168975069;0.966216216216216;0.998405103668262;0.879487179487179;"C0008778_C0015422"
0.936666666666667;0.960227272727273;0.8801191362621;0.843287671232877;"C0221971_C0018120"
1;0.995098039215686;0.968266253869969;0.912432432432432;"C0324740_C0027960"
1;1;0.996810207336523;0.90297619047619;"C0333463_C0011389"
0.987577639751553;0.996825396825397;1;0.948529411764706;"C0008778_C0015422"
0.963470319634703;0.944833333333333;0.933098591549296;0.833667781493868;"C0221971_C0018120"
0.998677248677249;1;0.960212201591512;0.896520146520146;"C0324740_C0027960"
1;0.998533724340176;0.981944444444445;0.93595041322314;"C0333463_C0011389"
0.994019138755981;0.991228070175439;0.981481481481481;0.944801026957638;"C0008778_C0015422"
0.958857142857143;0.949029535864979;0.912249354774668;0.851674641148325;"C0221971_C0018120"
0.99025974025974;0.985347985347985;0.992631578947368;0.919683257918552;"C0324740_C0027960"
1;1;0.959821428571429;0.962382445141066;"C0333463_C0011389"
0.966386554621849;0.972350230414747;0.913265306122449;0.993142857142857;"C0008778_C0015422"
0.946086956521739;0.889009009009009;0.873639873639874;0.821340821340821;"C0221971_C0018120"
1;1;0.946666666666667;0.939144736842105;"C0324740_C0027960"
1;1;0.963888888888889;0.955311355311355;"C0333463_C0011389"
0.961081081081081;0.947089947089947;0.991516436903499;0.971813725490196;"C0008778_C0015422"
0.937898686679175;0.969421793921423;0.917045700671432;0.839932126696833;"C0221971_C0018120"
0.998682476943346;0.998161764705882;0.980842911877395;0.933159722222222;"C0324740_C0027960"
1;0.998810232004759;0.950406504065041;0.924603174603175;"C0333463_C0011389"
0.959722222222222;1;0.975510204081633;0.96195652173913;"C0008778_C0015422"
0.981921110299489;0.91025641025641;0.941626409017713;0.803462709284627;"C0221971_C0018120"
0.995588235294118;0.997619047619048;0.968484848484849;0.943609022556391;"C0324740_C0027960"
1;1;0.986361156573923;0.929791271347249;"C0333463_C0011389"
0.991304347826087;1;0.957407407407407;0.83843537414966;"C0008778_C0015422"
0.952263374485597;0.944879151451921;0.893186813186813;0.819803921568627;"C0221971_C0018120"
1;0.995495495495496;0.955917874396135;0.924731182795699;"C0324740_C0027960"
1;1;0.98937908496732;0.947368421052632;"C0333463_C0011389"
0.9953125;1;0.998677248677249;0.935064935064935;"C0008778_C0015422"
0.969453734671126;0.901362751460091;0.883179231863442;0.899187306501548;"C0221971_C0018120"
0.997610513739546;1;0.984797297297297;0.958133971291866;"C0324740_C0027960"
1;1;0.982352941176471;0.917307692307692;"C0333463_C0011389"
0.981111111111111;0.944444444444444;0.986111111111111;0.918796992481203;"C0008778_C0015422"
0.985471149854712;0.958658008658009;0.899146317252333;0.863654699475595;"C0221971_C0018120"
0.997557997557998;1;0.984775641025641;0.932352941176471;"C0324740_C0027960"
1;1;0.958448753462604;0.919028340080972;"C0333463_C0011389"
0.996662958843159;0.991400491400491;0.979166666666667;0.979437229437229;"C0008778_C0015422"
0.942538307794804;0.95500700280112;0.92214790040877;0.860610465116279;"C0221971_C0018120"
0.996794871794872;0.99859747545582;0.925223214285714;0.923076923076923;"C0324740_C0027960"
1;0.9994301994302;0.977587343441002;0.93452380952381;"C0333463_C0011389"
0.957792207792208;0.961038961038961;0.9375;0.949392712550607;"C0008778_C0015422"
0.95303605313093;0.948304093567252;0.904364326375712;0.852813852813853;"C0221971_C0018120"
0.998888888888889;0.998207885304659;0.956577266922094;0.963541666666667;"C0324740_C0027960"
1;0.999385749385749;0.970138888888889;0.962887989203779;"C0333463_C0011389"
0.964809384164223;0.996710526315789;0.987197724039829;0.991626794258373;"C0008778_C0015422"
0.972649572649573;0.953366406803685;0.862348178137652;0.836279275298277;"C0221971_C0018120"
0.994897959183674;0.997354497354497;0.957894736842105;0.899159663865546;"C0324740_C0027960"
1;1;0.996621621621622;0.947923533289387;"C0333463_C0011389"
1;0.995934959349593;0.975510204081633;0.951058201058201;"C0008778_C0015422"
0.967045454545455;0.921760797342193;0.858070175438596;0.921184619058992;"C0221971_C0018120"
0.998979591836735;0.998556998556999;0.982291666666667;0.854838709677419;"C0324740_C0027960"
1;0.998410174880763;0.98875;0.873456790123457;"C0333463_C0011389"
0.98970398970399;0.933786078098472;0.988;0.903409090909091;"C0008778_C0015422"
0.956423611111111;0.95018115942029;0.814445828144458;0.805882352941176;"C0221971_C0018120"
1;0.991269841269841;0.985087719298246;0.909090909090909;"C0324740_C0027960"
1;1;0.954621848739496;0.924903722721438;"C0333463_C0011389"
0.991228070175439;0.947314049586777;0.958152958152958;0.929142857142857;"C0008778_C0015422"
0.973189823874755;0.942356418918919;0.928388746803069;0.87037037037037;"C0221971_C0018120"
1;1;0.95578231292517;0.943486590038314;"C0324740_C0027960"
